Code,Label,Year,Number of non-employing businesses,Number of employing businesses: 1-4 employees,Number of employing businesses: 5-19 employees,Number of employing businesses: 20 or more employees,Total number of businesses,Number of non-employing business entries,Number of employing business entries: 1-4 employees,Number of employing business entries: 5-19 employees,Number of employing business entries: 20 or more employees,Total number of business entries,Number of non-employing business exits,Number of employing business exits: 1-4 employees,Number of employing business exits: 5-19 employees,Number of employing business exits: 20 or more employees,Total number of business exits,"Agriculture, forestry and fishing (no.)",Mining (no.),Manufacturing (no.),"Electricity, gas, water and waste services (no.)",Construction (no.),Wholesale trade (no.),Retail trade (no.),Accommodation and food services (no.),"Transport, postal and warehousing (no.)",Information media and telecommunications (no.),Financial and insurance services (no.),"Rental, hiring and real estate services (no.)","Professional, scientific and technical services (no.)",Administrative and support services (no.),Public administration and safety (no.),Education and training (no.),Health care and social assistance (no.),Arts and recreation services (no.),Other services (no.),Currently unknown (no.),Number of businesses with turnover of zero to less than $50k,Number of businesses with turnover of $50k to less than $200k,Number of businesses with turnover of $200k to less than $2m,Number of businesses with turnover of $2m to less than $5m,Number of businesses with turnover of $5m to less than $10m,Number of businesses with turnover of $10m or more,Number of business entries with turnover of zero to less than $50k,Number of business entries with turnover of $50k to less than $200k,Number of business entries with turnover of $200k to less than $2m,Number of business entries with turnover of $2m to less than $5m,Number of business entries with turnover of $5m to less than $10m,Number of business entries with turnover of $10m or more,Number of business exits with turnover of zero to less than $50k,Number of business exits with turnover of $50k to less than $200k,Number of business exits with turnover of $200k to less than $2m,Number of business exits with turnover of $2m to less than $5m,Number of business exits with turnover of $5m to less than $10m,Number of business exits with turnover of $10m or more,Private sector houses (no.),Private sector dwellings excluding houses (no.),Total private sector dwelling units (no.),Total dwelling units (no.),Value of private sector houses ($m),Value of private sector dwellings excluding houses ($m),Total value of private sector dwelling units ($m),Value of residential building ($m),Value of non-residential building ($m),Value of total building ($m),Number of established house transfers (no.),Median price of established house transfers ($),Number of attached dwelling transfers (no.),Median price of attached dwelling transfers ($),Debtors entering business related personal insolvencies (no.),Debtors entering non-business related personal insolvencies (no.),Total debtors entering personal insolvencies (no.),Managers (no.),Professionals (no.),Technicians and trades workers (no.),Community and personal service workers (no.),Clerical and administrative workers (no.),Sales workers (no.),Machinery operators and drivers (no.),Labourers (no.),Debtors with other or unknown occupations (no.),Area of holding - total area (ha),Dairy cattle - total (no.),Meat cattle - total (no.),Sheep and lambs - total (no.),Pigs - total (no.),Meat chickens - total (no.),Broadacre crops - total area (ha),Vegetables - total area (ha),Orchard fruit trees and nut trees (produce intended for sale) - total area - (ha),Agricultural production - total gross value ($m),Crops - total gross value ($m),Livestock slaughtered and other disposals - total gross value ($m),"Agriculture, forestry and fishing (%)",Mining (%),Manufacturing (%),"Electricity, gas, water and waste services (%)",Construction (%),Wholesale trade (%),Retail trade (%),Accommodation and food services (%),"Transport, postal and warehousing (%)",Information media and telecommunications (%),Financial and insurance services (%),"Rental, hiring and real estate services (%)","Professional, scientific and technical services (%)",Administrative and support services (%),Public administration and safety (%),Education and training (%),Health care and social assistance (%),Arts and recreation services (%),Other services (%),Industry of employment inadequately described or not stated (%),Total persons employed aged 15 years and over (no.),Houses - additions (no.),Houses - removals (no.),Houses - total (no.),Townhouses - additions (no.),Townhouses - removals (no.),Townhouses - total (no.),Apartments - additions (no.),Apartments - removals (no.),Apartments - total (no.),Total dwelling additions (no.),Total dwelling removals (no.),Total dwellings (no.)
407021155,Naracoorte Surrounds,2023.0,342,135,59,3,539,27,3,3,3,34,33,5,5,3,44,343,3,8,3,20,11,6,6,16,-,12,82,17,3,-,-,-,-,7,-,99,148,248,33,8,3,9,16,9,-,-,-,23,13,8,-,-,-,1,-,1,1,1,-,1,1,10,11,18,383000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
407021155,Naracoorte Surrounds,2024.0,357,144,50,3,548,32,12,-,-,40,27,3,3,-,33,345,-,8,-,22,8,3,5,20,3,14,93,20,3,-,-,-,-,9,-,109,126,274,31,10,-,8,16,16,-,-,-,11,7,8,-,-,-,5,-,5,5,4,-,4,4,4,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
407021156,Penola,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.7,0.2,20.6,0.4,3.4,2.2,9,7.4,3.9,-,0.7,0.4,2,2.1,2.1,5.5,6.3,0.2,1.5,1.5,1560,-,-,-,-,-,-,-,-,-,-,-,-
407021156,Penola,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.7,-,18.5,0.3,3.5,1.3,7.9,6,2.8,0.2,0.9,0.3,2.2,1.7,2.6,6.8,6.6,0.2,2,3.4,1489,-,-,-,-,-,-,-,-,-,-,-,-
407021156,Penola,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,3,1430,-,-,69,-,-,26,10,3,1530
407021156,Penola,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,185000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,1,1440,-,-,69,-,1,25,11,2,1539
407021156,Penola,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,12,12,5,-,5,6,3,9,44,158000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,2,1445,-,-,69,-,-,25,7,2,1544
407021156,Penola,2020.0,336,99,60,21,516,-,-,-,-,-,-,-,-,-,-,314,-,27,-,25,14,16,14,22,-,5,41,19,6,-,-,5,-,5,3,112,163,200,24,12,5,-,-,-,-,-,-,-,-,-,-,-,-,12,-,12,12,5,-,5,5,3,8,45,172500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,1457,-,-,69,-,-,25,12,-,1556
407021156,Penola,2021.0,321,109,59,18,507,24,9,3,-,35,39,4,-,-,43,304,-,27,-,24,14,21,13,21,-,4,38,19,6,-,-,6,-,8,-,109,157,199,24,11,7,15,13,7,-,-,-,22,12,8,3,-,-,8,-,8,8,3,-,3,3,3,6,75,187500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98821.8,2001.4,49639.4,242584.2,-,-,6930.6,1230.3,278.9,176,137.8,25.1,30.8,0.6,17.4,0.3,4.7,2.4,7.4,5.4,3.6,-,0.5,0.7,1.5,1.7,2.3,6,7.8,0.3,2.5,3.8,1491,8,5,1460,-,-,69,-,-,25,8,5,1559
407021156,Penola,2022.0,331,126,53,17,531,42,15,-,-,60,28,3,3,-,35,297,-,33,-,28,12,23,15,26,-,5,47,22,5,-,-,5,-,8,-,117,145,217,33,7,7,24,17,16,-,-,-,21,11,8,3,-,-,8,-,8,8,3,-,3,4,4,8,73,187500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,3,1463,-,-,69,-,-,25,6,3,1562
407021156,Penola,2023.0,326,117,52,17,512,28,7,3,-,36,39,13,3,3,56,286,3,30,-,23,14,21,16,20,-,3,51,17,9,-,3,7,-,10,3,117,141,212,20,12,10,12,15,9,-,-,-,22,16,14,3,3,-,5,-,5,5,2,-,2,3,4,6,59,280000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
407021156,Penola,2024.0,326,107,60,13,511,30,4,-,-,39,36,4,-,-,39,277,-,30,-,27,14,15,20,21,-,3,53,15,4,-,3,3,-,8,-,111,152,207,21,11,6,11,17,7,-,-,-,23,9,9,3,3,-,6,-,6,6,3,-,3,3,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
407021157,Tatiara,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.1,0.2,13.6,0.5,5,4.7,9.8,4.4,4.4,0.2,1.4,0.6,1.3,1.4,2.5,5.1,7.5,0.4,3.9,2.1,3397,-,-,-,-,-,-,-,-,-,-,-,-
407021157,Tatiara,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,0.5,13.5,0.4,5.6,4.1,10.4,3.6,4.1,0.4,1.2,0.6,2.1,1.5,2.3,5.3,7.6,0.6,4.1,3.6,3428,-,-,-,-,-,-,-,-,-,-,-,-
407021157,Tatiara,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,3,2985,-,-,107,-,-,10,8,3,3102
407021157,Tatiara,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,138000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,5,2990,-,-,107,-,-,10,10,5,3107
407021157,Tatiara,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,1,13,13,4,-,4,4,5,10,95,144000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,3,2997,1,-,108,-,-,10,11,3,3115
407021157,Tatiara,2020.0,628,260,137,20,1045,-,-,-,-,-,-,-,-,-,-,558,-,29,4,80,29,42,18,47,-,29,115,18,17,-,4,15,5,32,-,192,267,491,75,11,9,-,-,-,-,-,-,-,-,-,-,-,-,10,-,10,10,4,-,4,5,13,17,96,155500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,3,3002,-,-,108,-,-,10,8,3,3120
407021157,Tatiara,2021.0,607,285,144,15,1051,67,23,3,-,93,74,6,-,-,81,560,3,30,4,76,25,48,20,49,-,29,120,16,14,-,-,18,4,33,-,200,260,506,68,11,6,39,33,20,-,-,-,39,20,16,-,-,-,22,-,22,22,8,-,8,8,7,15,128,172000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,476955,2977.6,69820,833988,5921,2210.1,101649.9,1967.8,234.5,337.4,235.5,64.5,28.9,0.2,16.6,0.4,6.3,3.3,8.1,4,4.4,0.2,0.8,0.6,1.9,1.7,2.3,5,7.9,0.4,4.1,3.1,3670,12,6,3008,-,-,108,-,-,10,12,6,3126
407021157,Tatiara,2022.0,624,287,142,18,1070,67,20,-,-,94,51,11,4,-,67,551,3,34,7,88,24,50,18,53,-,27,125,15,14,-,-,19,6,32,-,197,247,515,84,17,11,32,36,20,-,-,-,39,17,17,-,-,-,20,-,20,20,8,-,8,9,4,13,107,215000,6,259500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,1,3024,-,-,108,-,-,10,17,1,3142
407021157,Tatiara,2023.0,654,268,136,18,1076,69,14,-,-,84,69,7,4,-,80,558,-,28,6,83,25,46,22,56,-,29,132,21,12,-,-,19,5,31,-,175,267,522,86,14,12,26,37,21,-,-,-,40,26,13,3,-,-,22,-,22,22,10,-,10,10,8,18,101,241000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
407021157,Tatiara,2024.0,679,270,124,17,1095,71,17,10,-,92,55,13,5,-,76,549,3,32,7,78,27,45,24,60,-,29,141,21,14,-,-,25,5,37,-,183,272,521,80,14,17,29,40,21,-,-,3,32,15,20,3,-,-,15,-,15,15,7,-,7,8,7,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
407021158,Wattle Range,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,0.9,12.5,1.3,6.7,3.8,9.2,6.1,3.1,0.3,1.1,0.3,2,2.5,3,6.2,7.8,0.4,2.3,2,1570,-,-,-,-,-,-,-,-,-,-,-,-
407021158,Wattle Range,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.7,0.8,9.1,1.1,6.9,1.6,8.1,5.9,3.2,0.6,1.2,1,2.2,2.1,2.8,6.2,8.7,0.8,2.6,3.6,1490,-,-,-,-,-,-,-,-,-,-,-,-
407021158,Wattle Range,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,3,1841,-,-,5,-,-,-,8,3,1846
407021158,Wattle Range,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,271500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,9,1844,-,-,5,-,-,-,12,9,1849
407021158,Wattle Range,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,9,9,3,-,3,4,-,4,44,310100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,3,1856,-,-,5,-,-,-,15,3,1861
407021158,Wattle Range,2020.0,286,113,38,8,445,-,-,-,-,-,-,-,-,-,-,268,-,8,3,39,14,12,7,13,-,10,40,8,6,-,-,4,-,12,-,78,145,197,16,5,4,-,-,-,-,-,-,-,-,-,-,-,-,13,-,13,13,5,-,5,5,1,6,45,253000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,1,1865,-,-,5,-,-,-,10,1,1870
407021158,Wattle Range,2021.0,300,125,39,9,473,33,11,-,-,44,20,3,-,-,23,279,-,11,3,39,15,11,12,12,-,10,46,10,7,-,-,6,-,11,-,94,150,207,13,6,3,23,13,8,-,-,-,10,9,4,-,-,-,15,-,15,15,5,-,5,5,1,7,84,322500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,116147.1,11898.5,57028.3,371613.5,1872.2,-,10156.4,20.9,-,108.5,26.2,39,31.5,1,7.5,1.1,6.6,2.2,7.7,5.6,2.8,0.4,0.4,0.3,2.7,2.5,3.2,7,11.2,0.8,3,3,1607,13,3,1875,-,-,5,-,-,-,13,3,1880
407021158,Wattle Range,2022.0,324,123,40,9,494,44,12,-,-,53,33,5,-,-,42,281,-,12,3,40,12,15,11,14,3,9,53,12,5,-,-,7,-,9,-,106,151,211,17,9,6,21,20,8,-,-,-,10,6,5,-,-,-,17,-,17,17,5,-,5,6,2,8,65,375000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,1,1887,-,-,5,-,-,-,13,1,1892
407021158,Wattle Range,2023.0,338,124,34,7,503,34,7,-,-,42,28,5,3,-,36,281,-,14,3,38,11,13,12,16,-,13,63,11,8,-,3,6,-,11,-,97,165,206,26,7,3,14,16,11,-,-,-,24,9,7,-,-,-,27,-,27,27,9,-,9,10,2,12,35,435500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
407021158,Wattle Range,2024.0,342,119,38,6,499,34,9,3,-,44,45,3,-,-,50,273,-,9,3,44,12,11,16,14,-,11,61,15,7,-,-,11,-,13,-,85,169,219,19,6,3,16,14,10,-,-,-,21,15,10,3,-,-,16,1,17,17,7,-,7,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
407021173,Mount Gambier - East,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.3,0.4,14.6,0.9,7.6,3.2,14.1,7.7,4.4,1.1,2.2,1.1,3,2.8,4.7,7.7,11.9,0.8,4.3,2.1,6705,-,-,-,-,-,-,-,-,-,-,-,-
407021173,Mount Gambier - East,2016.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.1,0.5,11.3,0.8,6.4,3.3,14.1,7.7,4.6,1,2,1.4,2.7,2.7,5.5,8.7,13.1,0.9,3.9,3.6,6732,-,-,-,-,-,-,-,-,-,-,-,-
407021173,Mount Gambier - East,2017.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,6,5285,-,5,795,-,-,468,51,11,6553
407021173,Mount Gambier - East,2018.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,236,272000,50,179000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,3,5343,5,1,799,-,-,468,66,4,6615
407021173,Mount Gambier - East,2019.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,-,37,39,11,-,11,12,11,23,248,279000,44,186000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,6,5396,2,3,798,-,-,468,61,9,6667
407021173,Mount Gambier - East,2020.0,560,249,117,24,950,-,-,-,-,-,-,-,-,-,-,113,4,47,11,146,34,79,51,60,4,34,125,67,25,3,14,52,12,69,-,203,312,363,46,15,11,-,-,-,-,-,-,-,-,-,-,-,-,39,1,40,40,15,-,15,16,33,49,275,295000,32,140000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,1,5431,-,1,797,-,-,468,36,2,6701
407021173,Mount Gambier - East,2021.0,541,272,126,28,967,67,29,3,-,100,69,18,4,-,91,104,4,45,10,162,36,70,53,61,5,40,125,67,27,-,13,61,11,71,-,202,321,363,56,12,13,35,46,18,-,-,-,46,28,15,-,-,-,90,-,90,90,29,-,29,30,57,87,330,310000,64,210000,-,-,-,-,-,-,-,-,-,-,-,-,3932.3,-,3587.6,8493.2,4.5,-,142.6,-,-,2.2,0.6,1.4,7.2,0.5,9.2,0.9,8.3,2.8,12.6,7.5,4.2,0.6,1.5,0.8,2.4,3.1,5.2,8.9,16.1,0.8,4.2,3.4,7061,42,-,5473,-,-,797,-,-,468,42,-,6743
407021173,Mount Gambier - East,2022.0,568,283,133,31,1011,88,34,3,-,127,56,14,4,-,83,109,3,37,7,173,35,79,57,68,3,41,124,66,29,3,10,72,10,83,-,198,317,412,52,20,16,46,56,32,3,-,-,45,25,16,-,-,-,72,-,72,80,23,-,23,28,8,36,350,372025,44,225000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,5,5540,-,-,797,-,-,468,72,5,6810
407021173,Mount Gambier - East,2023.0,582,271,136,28,1017,76,30,7,-,113,95,20,6,3,122,108,3,43,11,189,31,76,51,75,3,36,120,61,29,-,12,76,10,79,-,196,309,415,63,19,15,36,49,25,-,3,-,57,39,28,4,-,-,79,-,79,79,25,-,25,29,8,37,229,425000,47,260500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
407021173,Mount Gambier - East,2024.0,587,262,144,34,1024,84,37,12,3,136,82,29,3,-,116,103,3,34,13,184,35,73,62,75,3,31,116,62,31,-,17,85,12,92,3,183,334,393,72,26,16,37,62,29,-,-,-,44,36,34,-,-,-,53,3,56,64,22,1,23,27,13,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
407021174,Mount Gambier - West,2011.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.3,0.5,14.7,0.9,8.3,3.5,14.2,7.6,4.9,1.1,1.5,1.4,2.6,3.3,4,7.5,11.4,1,4.4,1.9,6143,-,-,-,-,-,-,-,-,-,-,-,-
